,Date,Open,High,Low,Close,Volume,Ticker
0,2010-01-04,1116.56005859375,1133.8699951171875,1116.56005859375,1132.989990234375,3991400000,^GSPC
1,2010-01-05,1132.6600341796875,1136.6300048828125,1129.6600341796875,1136.52001953125,2491020000,^GSPC
2,2010-01-06,1135.7099609375,1139.18994140625,1133.949951171875,1137.1400146484375,4972660000,^GSPC
3,2010-01-07,1136.27001953125,1142.4599609375,1131.3199462890625,1141.68994140625,5270680000,^GSPC
4,2010-01-08,1140.52001953125,1145.3900146484375,1136.219970703125,1144.97998046875,4389590000,^GSPC
5,2010-01-11,1145.9599609375,1149.739990234375,1142.02001953125,1146.97998046875,4255780000,^GSPC
6,2010-01-12,1143.81005859375,1143.81005859375,1131.77001953125,1136.219970703125,4716160000,^GSPC
7,2010-01-13,1137.31005859375,1148.4000244140625,1133.1800537109375,1145.6800537109375,4170360000,^GSPC
8,2010-01-14,1145.6800537109375,1150.4100341796875,1143.800048828125,1148.4599609375,3915200000,^GSPC
9,2010-01-15,1147.719970703125,1147.77001953125,1131.3900146484375,1136.030029296875,4758730000,^GSPC
10,2010-01-19,1136.030029296875,1150.449951171875,1135.77001953125,1150.22998046875,4724830000,^GSPC
11,2010-01-20,1147.949951171875,1147.949951171875,1129.25,1138.0400390625,4810560000,^GSPC
12,2010-01-21,1138.6800537109375,1141.5799560546875,1114.8399658203125,1116.47998046875,6874290000,^GSPC
13,2010-01-22,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,6208650000,^GSPC
14,2010-01-25,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,4481390000,^GSPC
15,2010-01-26,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,4731910000,^GSPC
16,2010-01-27,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,5319120000,^GSPC
17,2010-01-28,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,5452400000,^GSPC
18,2010-01-29,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,5412850000,^GSPC
19,2010-02-01,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,4077610000,^GSPC
20,2010-02-02,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,4749540000,^GSPC
21,2010-02-03,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,4285450000,^GSPC
22,2010-02-04,1097.25,1097.25,1062.780029296875,1063.1099853515625,5859690000,^GSPC
23,2010-02-05,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,6438900000,^GSPC
24,2010-02-08,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,4089820000,^GSPC
25,2010-02-09,1060.06005859375,1079.280029296875,1060.06005859375,1070.52001953125,5114260000,^GSPC
26,2010-02-10,1069.6800537109375,1073.6700439453125,1059.3399658203125,1068.1300048828125,4251450000,^GSPC
27,2010-02-11,1067.0999755859375,1080.0400390625,1060.5899658203125,1078.469970703125,4400870000,^GSPC
28,2010-02-12,1075.949951171875,1077.81005859375,1062.969970703125,1075.510009765625,4160680000,^GSPC
29,2010-02-16,1079.1300048828125,1095.6700439453125,1079.1300048828125,1094.8699951171875,4080770000,^GSPC
30,2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,4259230000,^GSPC
31,2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,3878620000,^GSPC
32,2010-02-19,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,3944280000,^GSPC
33,2010-02-22,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,3814440000,^GSPC
34,2010-02-23,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,4521050000,^GSPC
35,2010-02-24,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,4168360000,^GSPC
36,2010-02-25,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,4521130000,^GSPC
37,2010-02-26,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,3945190000,^GSPC
38,2010-03-01,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,3847640000,^GSPC
39,2010-03-02,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,4134680000,^GSPC
40,2010-03-03,1119.3599853515625,1125.6400146484375,1116.5799560546875,1118.7900390625,3951320000,^GSPC
41,2010-03-04,1119.1199951171875,1123.72998046875,1116.6600341796875,1122.969970703125,3945010000,^GSPC
42,2010-03-05,1125.1199951171875,1139.3800048828125,1125.1199951171875,1138.699951171875,4133000000,^GSPC
43,2010-03-08,1138.4000244140625,1141.050048828125,1136.77001953125,1138.5,3774680000,^GSPC
44,2010-03-09,1137.56005859375,1145.3699951171875,1134.9000244140625,1140.449951171875,5185570000,^GSPC
45,2010-03-10,1140.219970703125,1148.260009765625,1140.0899658203125,1145.6099853515625,5469120000,^GSPC
46,2010-03-11,1143.9599609375,1150.239990234375,1138.989990234375,1150.239990234375,4669060000,^GSPC
47,2010-03-12,1151.7099609375,1153.4100341796875,1146.969970703125,1149.989990234375,4928160000,^GSPC
48,2010-03-15,1148.530029296875,1150.97998046875,1141.449951171875,1150.510009765625,4164110000,^GSPC
49,2010-03-16,1150.8299560546875,1160.280029296875,1150.3499755859375,1159.4599609375,4369770000,^GSPC
50,2010-03-17,1159.93994140625,1169.8399658203125,1159.93994140625,1166.2099609375,4963200000,^GSPC
51,2010-03-18,1166.1300048828125,1167.77001953125,1161.1600341796875,1165.8299560546875,4234510000,^GSPC
52,2010-03-19,1166.6800537109375,1169.199951171875,1155.3299560546875,1159.9000244140625,5212410000,^GSPC
53,2010-03-22,1157.25,1167.8199462890625,1152.8800048828125,1165.81005859375,4261680000,^GSPC
54,2010-03-23,1166.469970703125,1174.719970703125,1163.8299560546875,1174.1700439453125,4411640000,^GSPC
55,2010-03-24,1172.699951171875,1173.0400390625,1166.010009765625,1167.719970703125,4705750000,^GSPC
56,2010-03-25,1170.030029296875,1180.68994140625,1165.0899658203125,1165.72998046875,5668900000,^GSPC
57,2010-03-26,1167.5799560546875,1173.9300537109375,1161.47998046875,1166.5899658203125,4708420000,^GSPC
58,2010-03-29,1167.7099609375,1174.8499755859375,1167.7099609375,1173.219970703125,4375580000,^GSPC
59,2010-03-30,1173.75,1177.8299560546875,1168.9200439453125,1173.27001953125,4085000000,^GSPC
60,2010-03-31,1171.75,1174.56005859375,1165.77001953125,1169.4300537109375,4484340000,^GSPC
61,2010-04-01,1171.22998046875,1181.4300537109375,1170.68994140625,1178.0999755859375,4006870000,^GSPC
62,2010-04-05,1178.7099609375,1187.72998046875,1178.7099609375,1187.43994140625,3881620000,^GSPC
63,2010-04-06,1186.010009765625,1191.800048828125,1182.77001953125,1189.43994140625,4086180000,^GSPC
64,2010-04-07,1188.22998046875,1189.5999755859375,1177.25,1182.449951171875,5101430000,^GSPC
